id|first_name|last_name|email|city|state|zip|latittude|longitude|abilities|seeking
169|Lawrence|Kiehn|Zena_Ledner21@yahoo.com|Madeira|OH|46312|-84.36355|39.19089|{"french horn":"beginner","guitar":"intermediate"}|{triangle,banjo,tambourine}
170|Cole|Roberts|Giovanni73@hotmail.com|Athens|MI|03900|-85.23471|42.08866|{"violin":"beginner"}|{banjo,triangle}
171|Maybell|Nolan|Karen.Labadie80@gmail.com|Canton|NC|90196|-82.83736|35.53288|{"bass":"intermediate"}|{trumpet,xylophone,trombone}
172|Americo|Thompson|Quincy16@gmail.com|Bessemer|AL|02898|-86.95444|33.40178|{"french horn":"intermediate"}|{tambourine,drums}
173|Clifton|Ruecker|Nestor99@yahoo.com|Strasburg|OH|28462|-81.52679|40.59478|{"vocals":"beginner"}|{banjo}
174|Art|Hagenes|Garrison12@hotmail.com|Watsontown|PA|81616|-76.86385|41.08453|{"vocals":"intermediate","xylophone":"intermediate","flute":"beginner"}|{trumpet}
175|Aletha|Beahan|Kasandra57@gmail.com|Quitman|MS|52245|-88.7281|32.04015|{"piano":"beginner","violin":"beginner","french horn":"beginner"}|{banjo,trombone,drums}
176|Domingo|Hoppe|Shea87@hotmail.com|Wanamingo|MN|67972|-92.79047|44.30441|{"trombone":"intermediate"}|{xylophone}
177|Lydia|Kilback|Zane29@gmail.com|Richmond|IL|63654|-88.30593|42.47585|{"drums":"intermediate","vocals":"intermediate"}|{banjo,bass,trumpet}
178|Hassan|Collier|Wellington_Jerde@yahoo.com|Snyderville|UT|16907|-111.54381|40.69439|{"vocals":"expert"}|{banjo}
179|Adrienne|Purdy|Genoveva.Runolfsson46@hotmail.com|Gramercy|LA|89482|-90.68981|30.04742|{"drums":"beginner"}|{trumpet}
180|Eduardo|Price|Delphine3@gmail.com|Branford Center|CT|07310|-72.81511|41.27738|{"banjo":"intermediate","french horn":"intermediate"}|{saxophone,trombone,flute}
181|Yvonne|Hayes|Brannon79@gmail.com|Howey-in-the-Hills|FL|90391|-81.77341|28.71694|{"fiddle":"intermediate"}|{cello,xylophone}
182|Emmett|Jenkins|Pansy.Kovacek63@yahoo.com|Buchanan|GA|47699|-85.18856|33.8026|{"guitar":"expert"}|{saxophone}
183|Josephine|Deckow|Delfina27@hotmail.com|Ashby|MA|01955|-71.82035|42.67787|{"flute":"expert","oboe":"beginner"}|{xylophone,saxophone,tambourine}
184|Jolie|Medhurst|Johnson.Keebler@gmail.com|Manorville|NY|10000|-72.80788|40.87371|{"flute":"beginner","trumpet":"expert"}|{banjo,violin,bass}
185|Sasha|Mueller|Kayleigh.Hand@hotmail.com|Los Alamos|NM|74552|-106.30697|35.88808|{"violin":"expert","trombone":"intermediate","drums":"intermediate"}|{tambourine,oboe,saxophone}
186|Burdette|Armstrong|Amparo_Mosciski88@yahoo.com|Rose Lodge|OR|02886|-123.88039|45.01039|{"banjo":"intermediate"}|{vocals,xylophone,violin}
187|Jamie|Schuster|Nelle.Casper@yahoo.com|Postville|IA|93468|-91.5682|43.0847|{"cello":"intermediate","trombone":"expert"}|{bass}
188|Junius|Carroll|Angela.Beier34@yahoo.com|Camden|TN|90473|-88.09782|36.05895|{"triangle":"intermediate","oboe":"expert"}|{bass,vocals}
189|Orrin|McLaughlin|Clare16@yahoo.com|Ham Lake|MN|26738|-93.24995|45.25024|{"drums":"beginner","violin":"beginner","cello":"beginner"}|{flute,saxophone}
190|Silas|Johns|Linnie.Parisian@hotmail.com|Moreland|ID|96764|-112.44248|43.22269|{"banjo":"intermediate","piano":"beginner","triangle":"expert"}|{clarinet,saxophone,trombone}
191|Pete|Krajcik|Doris29@yahoo.com|Phillips|WI|62450|-90.40043|45.69663|{"violin":"beginner"}|{xylophone,vocals}
192|Greta|Jacobs|Kaley_Parker86@yahoo.com|Fort Washakie|WY|72074|-108.88235|43.00635|{"oboe":"beginner","bass":"expert"}|{violin,piano,fiddle}
193|Noemie|Von|Elda.Davis40@hotmail.com|Little Flock|AR|93636|-94.1352|36.38591|{"cello":"expert","vocals":"expert","trombone":"expert"}|{oboe,xylophone}
194|Leland|Beer|Jacinthe34@yahoo.com|Brush Prairie|WA|86898|-122.54649|45.73289|{"trombone":"intermediate","cello":"intermediate"}|{drums,bass,saxophone}
195|Erika|Blanda|Rubye.Douglas@gmail.com|Eden Prairie|MN|18116|-93.47079|44.85469|{"vocals":"intermediate","oboe":"beginner"}|{guitar,french horn,trombone}
196|Roman|Marquardt|Luigi75@hotmail.com|Harrodsburg|KY|97801|-84.84329|37.7623|{"fiddle":"beginner","flute":"expert"}|{drums,piano}
197|Trent|Dicki|Noemi47@hotmail.com|Darien|IL|20604|-87.97395|41.75198|{"triangle":"intermediate","fiddle":"intermediate"}|{vocals}
198|Estrella|Fritsch|Clarissa.OConner26@gmail.com|Twin Lakes|WI|81250|-88.24815|42.53113|{"drums":"expert","xylophone":"expert","flute":"expert"}|{piano,triangle,cello}
199|Eric|Renner|Leola.Beier43@hotmail.com|Tiki Island|TX|53640|-94.91709|29.29709|{"saxophone":"beginner","drums":"intermediate"}|{xylophone,bass,trombone}
200|Crystal|O'Conner|Sabrina.Shanahan@yahoo.com|Mukwonago|WI|55050|-88.33343|42.86668|{"french horn":"expert","fiddle":"beginner","bass":"beginner"}|{vocals}
201|Cecil|Von|Josue84@yahoo.com|Eagar|AZ|39802|-109.29238|34.11124|{"tambourine":"expert","guitar":"intermediate","piano":"intermediate"}|{clarinet,oboe,drums}
202|Lillian|Hand|Fredrick2@hotmail.com|Port Gibson|MS|36374|-90.98399|31.96099|{"piano":"beginner"}|{violin,flute,triangle}
203|Amber|Reichel|Margarete.Purdy60@yahoo.com|Creston|IA|90856|-94.36135|41.0586|{"drums":"beginner"}|{bass}
204|Jordan|Gerhold|Jayden.Nicolas46@yahoo.com|View Park-Windsor Hills|CA|37577|-118.34835|33.99551|{"vocals":"intermediate","tambourine":"expert","triangle":"expert"}|{cello}
205|Viola|Prohaska|Quinn.Lesch@hotmail.com|Elkins|WV|73564|-79.84673|38.92594|{"vocals":"expert","piano":"intermediate"}|{bass,oboe,fiddle}
206|Arjun|Parisian|Tito8@hotmail.com|Ringgold|LA|00620|-93.27989|32.32849|{"oboe":"beginner","cello":"beginner"}|{tambourine,banjo}
207|Antonina|Lindgren|Susana.Morissette32@yahoo.com|Somerville|MA|62535|-71.0995|42.3876|{"fiddle":"intermediate","drums":"intermediate","tambourine":"expert"}|{banjo,flute,bass}
208|Easton|Funk|Maynard17@gmail.com|Topaz Ranch Estates|NV|00381|-119.50079|38.73565|{"drums":"expert","flute":"expert"}|{clarinet,trumpet,tambourine}
209|Kennedy|Johnson|Hayley_Schmeler78@hotmail.com|Arlington|MN|02152|-94.08053|44.6083|{"cello":"beginner","tambourine":"beginner"}|{clarinet,trumpet}
210|Selmer|Lakin|Roxanne_OHara8@yahoo.com|Baldwin|LA|05071|-91.54428|29.83798|{"tambourine":"expert"}|{drums,violin}
211|Imogene|Rice|Ashtyn.Braun@hotmail.com|Oak Hill|OH|38654|-82.57349|38.89396|{"trombone":"expert","oboe":"intermediate"}|{flute,clarinet}
212|Hassan|Roberts|Graham_Keeling73@hotmail.com|Munford|AL|79085|-85.9508|33.52983|{"piano":"intermediate","flute":"expert","xylophone":"intermediate"}|{cello,tambourine,french horn}
213|Laverne|Ortiz|Dahlia_Vandervort@yahoo.com|Manorville|NY|10000|-72.80788|40.87371|{"trumpet":"beginner"}|{cello,piano,triangle}
214|Christa|Bechtelar|Katheryn.Hills@yahoo.com|Lake Wylie|SC|29900|-81.04285|35.10848|{"vocals":"beginner","oboe":"beginner","tambourine":"expert"}|{piano}
215|Josephine|Mertz|Dan.Buckridge@gmail.com|Steele|AL|34081|-86.20164|33.93982|{"cello":"beginner","vocals":"beginner","bass":"beginner"}|{tambourine}
216|Unique|O'Keefe|Henderson_Schamberger@hotmail.com|Senatobia|MS|15596|-89.9687|34.6176|{"tambourine":"expert","oboe":"expert","vocals":"intermediate"}|{xylophone,bass}
217|Berenice|Hudson|Kurt.Dare68@yahoo.com|Roosevelt Park|MI|69520|-86.27228|43.1964|{"fiddle":"beginner","triangle":"intermediate","trumpet":"expert"}|{trombone,french horn,guitar}
218|River|Deckow|Cynthia_Gerlach@yahoo.com|Riddle|OR|08524|-123.36423|42.95095|{"guitar":"beginner"}|{cello,oboe,banjo}
219|Danika|Blanda|Stewart77@hotmail.com|North Creek|WA|19939|-122.17624|47.81954|{"guitar":"intermediate","trombone":"intermediate","triangle":"beginner"}|{tambourine,cello,xylophone}
220|Audie|Satterfield|Princess28@gmail.com|Elmendorf|TX|85679|-98.33279|29.25607|{"cello":"beginner"}|{oboe,fiddle,bass}
221|Abigayle|Emmerich|Thalia.Hettinger61@gmail.com|East Bridgewater|MA|18455|-70.95921|42.03343|{"fiddle":"beginner","flute":"intermediate","vocals":"intermediate"}|{cello,saxophone}
222|Millie|Becker|Houston.Nienow@gmail.com|Memphis|MO|36980|-92.17129|40.45781|{"tambourine":"expert"}|{cello,xylophone}
223|Brody|Rogahn|Karen41@gmail.com|Des Peres|MO|48989|-90.4329|38.60089|{"bass":"beginner","cello":"intermediate"}|{triangle,guitar}
224|Garnet|Kuvalis|Blanche.Kub42@gmail.com|Sanborn|IA|91422|-95.65557|43.18164|{"xylophone":"intermediate"}|{piano}
225|Carmella|Donnelly|Carmel.Considine2@hotmail.com|Shaw|MS|00075|-90.77458|33.60211|{"triangle":"expert"}|{violin,saxophone}
226|Buster|McCullough|Anjali77@hotmail.com|Saint Paris|OH|39228|-83.95966|40.12839|{"triangle":"expert","trombone":"beginner"}|{oboe}
227|Hassan|Waelchi|Sofia_Cole@yahoo.com|Kahuku|HI|33111|-157.95237|21.68048|{"drums":"expert"}|{fiddle,trombone}
228|Moshe|Hermiston|Marquise_Reilly@gmail.com|Central Heights-Midland City|AZ|85290|-110.81541|33.40372|{"guitar":"expert","tambourine":"intermediate","drums":"expert"}|{flute,xylophone}
229|Milton|Kuhn|Melvina32@hotmail.com|Lake Barcroft|VA|62514|-77.15581|38.84789|{"fiddle":"expert"}|{triangle,bass}
230|Lon|Quigley|Andreane_Gutkowski@gmail.com|Rollinsford|NH|65540|-70.82034|43.2362|{"fiddle":"expert"}|{xylophone,cello,banjo}
231|Theresia|Crona|Haylee_Willms1@yahoo.com|Bridgeport|PA|08568|-75.34518|40.10511|{"xylophone":"beginner","fiddle":"intermediate","saxophone":"beginner"}|{vocals}
232|Moshe|Berge|Christ5@yahoo.com|High Point|NC|91484|-80.00532|35.95569|{"violin":"intermediate","triangle":"beginner"}|{oboe}
233|Melody|Kiehn|Pearlie_Bode4@hotmail.com|Bon Air|VA|84086|-77.55777|37.52487|{"french horn":"intermediate","violin":"expert"}|{cello}
234|Syble|Toy|Zachery60@yahoo.com|Tempe|AZ|87823|-111.90931|33.41477|{"cello":"intermediate"}|{drums}
235|Kathryne|Kub|Albina_Hagenes31@hotmail.com|Hebron|IN|06580|-87.20031|41.31865|{"clarinet":"intermediate","piano":"beginner"}|{drums,french horn}
236|Jamar|Hyatt|Myriam.Metz@gmail.com|Alsip|IL|83531|-87.73866|41.66892|{"triangle":"intermediate"}|{cello,clarinet,bass}
237|Esther|Barrows|Emil90@hotmail.com|Marlton|NJ|22110|-74.92183|39.89122|{"flute":"beginner","french horn":"beginner","violin":"expert"}|{cello}
238|Chad|Kiehn|Marilie.Upton73@yahoo.com|North East|PA|54952|-79.83422|42.21561|{"piano":"expert","triangle":"expert"}|{fiddle}
239|Wilfrid|Johns|Paul83@yahoo.com|Isla Vista|CA|45983|-119.86097|34.41333|{"bass":"expert"}|{cello}
240|Ettie|Kemmer|Angus_Waelchi14@hotmail.com|Claremont|NC|90700|-81.14619|35.71458|{"drums":"beginner","french horn":"beginner","clarinet":"intermediate"}|{guitar,piano,bass}
241|Glenda|Abernathy|Jessy.Price69@hotmail.com|Mira Monte|CA|06164|-119.28511|34.43361|{"fiddle":"beginner"}|{saxophone}
242|Annamae|Crooks|Teagan64@yahoo.com|Spring Valley|AZ|14459|-112.15905|34.34503|{"saxophone":"expert","cello":"intermediate"}|{trombone,bass,oboe}
243|Favian|Bernhard|Erik_Morar@hotmail.com|San Tan Valley|AZ|92432|-111.528|33.1911|{"tambourine":"beginner"}|{drums,clarinet}
244|Ardith|Schneider|Opal54@hotmail.com|Pea Ridge|AR|93063|-91.33679|33.92066|{"saxophone":"beginner","drums":"beginner","xylophone":"expert"}|{vocals,guitar}
245|Jasmin|Weber|Macie_Rutherford@gmail.com|Payson|AZ|50413|-111.32514|34.23087|{"triangle":"intermediate"}|{clarinet,banjo,violin}
246|Nadia|Bauch|Brett_Stoltenberg36@yahoo.com|Forest City|PA|26560|-75.46657|41.65147|{"cello":"intermediate","triangle":"intermediate","drums":"beginner"}|{oboe,french horn}
247|Leo|Gibson|Yolanda.Hilpert17@hotmail.com|Palo Cedro|CA|12856|-122.23889|40.56376|{"tambourine":"expert","saxophone":"expert"}|{vocals}
248|Itzel|Heaney|Kobe.Kerluke@yahoo.com|Ocean Bluff-Brant Rock|MA|38855|-70.65736|42.10234|{"vocals":"intermediate","tambourine":"intermediate"}|{clarinet,french horn}
249|Hattie|Wiegand|Elouise_Cronin@hotmail.com|Lake Forest|FL|05794|-80.1831|25.97759|{"bass":"intermediate","trumpet":"beginner","drums":"beginner"}|{guitar}
250|Bertha|Ondricka|Syble.Heathcote75@hotmail.com|Hudson|MI|39720|-84.35384|41.85505|{"saxophone":"expert","cello":"expert"}|{triangle}
251|Burdette|Block|Korbin_Purdy@gmail.com|Joseph City|AZ|61324|-110.33401|34.95586|{"triangle":"intermediate","flute":"expert"}|{tambourine}
252|Vada|Heaney|Alene21@gmail.com|Las Lomas|CA|16223|-121.73495|36.86523|{"guitar":"expert","cello":"expert"}|{saxophone,drums}
253|Darrel|Kassulke|Maryjane47@yahoo.com|Antigo|WI|02250|-89.15234|45.14025|{"tambourine":"beginner","fiddle":"beginner","trumpet":"intermediate"}|{piano,banjo,cello}
254|Marshall|Lakin|Jeanette58@hotmail.com|Winfield|MO|49322|-90.73846|38.99727|{"oboe":"intermediate"}|{xylophone}
255|Emely|Wolff|Alena.Walter@gmail.com|Peosta|IA|94332|-90.85041|42.45056|{"bass":"expert","violin":"intermediate"}|{xylophone}
256|Marlee|Stracke|Maximillia.OKeefe@yahoo.com|Bayboro|NC|93364|-76.77021|35.14294|{"bass":"beginner"}|{violin}
257|Dandre|Goldner|Rhett92@gmail.com|El Cenizo|TX|56673|-99.49254|27.35224|{"trumpet":"beginner"}|{saxophone}
258|Collin|Hoppe|Nigel85@hotmail.com|Talbotton|GA|14607|-84.53937|32.67764|{"trombone":"intermediate","cello":"intermediate"}|{saxophone,vocals,oboe}
259|Lesley|Osinski|Sydnie83@yahoo.com|Brandenburg|KY|16877|-86.16941|37.99896|{"bass":"intermediate","vocals":"intermediate"}|{triangle,flute,cello}
260|Max|Stiedemann|Harold.Deckow@yahoo.com|Flossmoor|IL|63498|-87.68477|41.54281|{"xylophone":"expert"}|{trumpet,french horn,flute}
261|Baby|Ernser|Americo_Grimes@yahoo.com|Boiling Springs|PA|72336|-77.12831|40.14981|{"saxophone":"expert","piano":"intermediate","banjo":"expert"}|{french horn,flute,guitar}
262|Freddie|D'Amore|Rose_Prosacco39@yahoo.com|Sesser|IL|30406|-89.05035|38.09172|{"vocals":"intermediate"}|{piano}
263|Lauriane|Dare|Granville.Mueller@hotmail.com|Holiday Heights|NJ|05305|-74.25403|39.94595|{"drums":"expert","bass":"beginner"}|{piano,oboe}
264|Antwon|Stanton|Kendrick_Roberts@yahoo.com|Albany|MO|02386|-94.33107|40.24861|{"trumpet":"intermediate"}|{bass,guitar}
265|Mack|Wunsch|Sarina.Heaney44@gmail.com|Tecumseh|MI|79120|-83.94494|42.00393|{"trombone":"expert","flute":"expert","clarinet":"intermediate"}|{trumpet,triangle}
266|Arvel|Feeney|Ottilie.Schimmel@gmail.com|Descanso|CA|79320|-116.61585|32.85283|{"oboe":"beginner"}|{fiddle,trumpet,trombone}
267|Eugene|Monahan|Jenifer_Rutherford@hotmail.com|Intercourse|PA|42080|-76.10495|40.0376|{"fiddle":"intermediate"}|{xylophone,triangle,trumpet}
268|Flossie|Howell|Rogers.Dibbert49@gmail.com|Evansville|IN|59670|-87.55585|37.97476|{"clarinet":"intermediate"}|{bass,flute,xylophone}
269|Gussie|Kilback|Anthony91@yahoo.com|Orange Beach|AL|01965|-87.57359|30.29437|{"xylophone":"expert","triangle":"intermediate"}|{vocals}
270|Jaron|Nolan|Cameron_Ortiz36@yahoo.com|Holton|KS|32825|-95.73637|39.46527|{"triangle":"intermediate","trombone":"intermediate"}|{oboe}
271|Paolo|Fay|Marco33@yahoo.com|Idaho Falls|ID|45708|-112.03414|43.46658|{"bass":"expert","french horn":"expert"}|{triangle}
272|Isom|Koelpin|Leonie32@gmail.com|Navajo|NM|83802|-107.06309|36.94612|{"clarinet":"expert","bass":"intermediate"}|{trumpet,tambourine,piano}
273|Merlin|Murray|Blaise.Quigley@hotmail.com|Saint Peter|WI|79125|-88.34149|43.83638|{"flute":"expert"}|{piano,drums,vocals}
274|Kailey|Pouros|Moses.Volkman61@yahoo.com|Pinecrest|FL|17791|-80.30811|25.66705|{"banjo":"intermediate","trombone":"beginner","saxophone":"intermediate"}|{xylophone,drums}
275|Berenice|Paucek|Maeve.Witting@yahoo.com|Silver Ridge|NJ|73125|-74.21848|39.95928|{"vocals":"expert","xylophone":"expert","clarinet":"intermediate"}|{piano}
276|Claudine|Bernhard|Myah_Emard3@yahoo.com|Brookings|SD|07580|-96.79839|44.31136|{"trumpet":"beginner"}|{drums,trombone}
277|Jonas|Bahringer|Reggie56@hotmail.com|Lost Creek|TX|16210|-97.84445|30.29548|{"oboe":"intermediate","xylophone":"beginner"}|{trumpet,violin}
278|Justina|Veum|Nora53@gmail.com|Belcourt|ND|80010|-99.74487|48.83917|{"trumpet":"expert","flute":"intermediate","saxophone":"expert"}|{trombone}
279|Cody|Fay|Mona.Doyle85@yahoo.com|Chatham|MA|12995|-69.95974|41.68206|{"piano":"expert","trombone":"intermediate"}|{trumpet,triangle}
280|Vivian|Luettgen|Marlen86@hotmail.com|Slinger|WI|74400|-88.28621|43.33361|{"bass":"beginner"}|{violin,clarinet,drums}
281|Ellen|Connelly|Dax_Ebert86@hotmail.com|Kettleman City|CA|30227|-119.9618|36.00829|{"triangle":"intermediate","saxophone":"expert","guitar":"intermediate"}|{banjo}
282|Ashlynn|Von|Zaria19@gmail.com|Lewistown|MT|50944|-109.42824|47.06247|{"xylophone":"expert"}|{french horn,drums,cello}
283|Kiera|Sauer|Cristopher89@hotmail.com|Lake Mills|WI|41675|-88.91177|43.08139|{"triangle":"beginner","xylophone":"beginner","trombone":"expert"}|{french horn,flute,saxophone}
284|Matteo|Streich|Dion17@yahoo.com|Middlesboro|KY|43394|-83.71658|36.60842|{"drums":"intermediate"}|{oboe,violin,vocals}
285|Brando|Kling|Deven16@yahoo.com|Opelousas|LA|90457|-92.08151|30.53353|{"piano":"beginner","bass":"beginner"}|{vocals}
286|Robb|Spinka|Kayden.Auer@hotmail.com|Gorham|NH|30260|-71.17313|44.38784|{"cello":"expert","violin":"beginner","guitar":"intermediate"}|{bass}
287|Roxanne|Jacobi|Oswald.Koss44@gmail.com|Hialeah Gardens|FL|73299|-80.3245|25.8651|{"banjo":"intermediate","french horn":"intermediate"}|{flute,trumpet}
288|Alisa|Grant|Khalid16@gmail.com|Jarrell|TX|07529|-97.60445|30.82491|{"xylophone":"expert","clarinet":"expert"}|{triangle,fiddle,violin}
289|Jaunita|Dicki|Jerod_Barton95@gmail.com|Jamestown|NY|38264|-79.23533|42.097|{"trombone":"intermediate","saxophone":"intermediate"}|{french horn}
290|Jena|Abernathy|Zack.Dietrich76@yahoo.com|Manito|IL|46396|-89.77928|40.42587|{"clarinet":"beginner","trombone":"beginner","cello":"beginner"}|{piano,bass}
291|Jammie|Casper|Jude52@yahoo.com|Stockton|MO|43166|-93.79604|37.69893|{"violin":"expert","triangle":"intermediate","fiddle":"beginner"}|{xylophone}
292|Nora|Beer|Kamren.Mertz75@hotmail.com|Andover|OH|02064|-80.5723|41.60672|{"flute":"beginner","piano":"beginner","violin":"intermediate"}|{drums}
293|Keanu|Cassin|Hortense.McCullough37@hotmail.com|New Matamoras|OH|31276|-81.06705|39.52452|{"fiddle":"beginner"}|{oboe}
294|Anibal|Bednar|Daphnee_Wunsch96@yahoo.com|Greenville|GA|41018|-84.71298|33.02874|{"drums":"beginner","violin":"beginner"}|{banjo}
295|Citlalli|McKenzie|Rollin.Stark@gmail.com|Spring Ridge|PA|72824|-75.98994|40.35287|{"guitar":"intermediate","fiddle":"expert","triangle":"beginner"}|{oboe,cello,clarinet}
296|Marjorie|Bogisich|Alison58@hotmail.com|Bucksport|ME|08815|-68.79559|44.57369|{"oboe":"intermediate"}|{triangle}
297|Samantha|Parisian|Ubaldo50@gmail.com|Shepherd|MI|16880|-84.69473|43.52447|{"tambourine":"intermediate","oboe":"intermediate"}|{triangle,cello}
298|Leda|Dicki|Tia.Lesch@gmail.com|Valley Station|KY|60624|-85.87024|38.11118|{"banjo":"expert","clarinet":"beginner","violin":"intermediate"}|{trombone,fiddle}
299|Jevon|Larkin|Lempi.Rosenbaum96@yahoo.com|River Vale|NJ|63690|-74.01208|40.99538|{"vocals":"intermediate"}|{triangle}
300|Destiny|Armstrong|Ron.McClure@yahoo.com|Tri-Lakes|IN|75590|-85.44192|41.24588|{"fiddle":"expert","oboe":"intermediate"}|{french horn,triangle}
301|Alex|Emard|Annetta_Conroy1@hotmail.com|Fort McKinley|OH|21000|-84.25355|39.79756|{"guitar":"intermediate","clarinet":"beginner"}|{banjo}
302|Erik|Marks|Dedric97@yahoo.com|Arlington|MN|02152|-94.08053|44.6083|{"fiddle":"expert","flute":"intermediate"}|{clarinet,trombone}
303|Junior|Dare|Kianna.Jacobson61@yahoo.com|Easton|MA|20100|-71.12866|42.02454|{"banjo":"intermediate"}|{guitar,fiddle}
304|Helena|Greenfelder|Janis.Leannon6@hotmail.com|Claymont|DE|62444|-75.45964|39.80067|{"guitar":"expert","oboe":"intermediate","flute":"beginner"}|{french horn,cello,clarinet}
305|Kristian|Padberg|Martin_Kohler39@hotmail.com|Spruce Pine|NC|91285|-82.06456|35.9154|{"triangle":"intermediate"}|{flute}
306|Queen|Swift|Rosendo_Conroy82@hotmail.com|Garland|ME|27190|-69.16032|45.0384|{"clarinet":"beginner","tambourine":"intermediate"}|{bass,cello}
307|Erika|Abernathy|Arely96@gmail.com|Manning|SC|31662|-80.21091|33.69516|{"french horn":"expert"}|{triangle,clarinet,trombone}
308|Mathew|Olson|Hugh.Klein83@yahoo.com|Blytheville|AR|90783|-89.91898|35.9273|{"trumpet":"intermediate","drums":"intermediate"}|{trombone,oboe}
309|Angelo|Ziemann|Rosalee_Wiegand@hotmail.com|Park Layne|OH|06054|-84.03966|39.88645|{"violin":"beginner","fiddle":"intermediate"}|{guitar,oboe}
310|Kenya|Kshlerin|Hal_Block@gmail.com|Knob Noster|MO|77524|-93.55855|38.76668|{"trombone":"expert"}|{trumpet}
311|Maeve|Purdy|Uriel78@yahoo.com|Honalo|HI|85564|-155.93194|19.54639|{"xylophone":"expert","trumpet":"intermediate"}|{oboe}
312|Fanny|Lueilwitz|Mathew73@hotmail.com|Reno|NV|21630|-119.8138|39.52963|{"cello":"intermediate","oboe":"beginner","guitar":"intermediate"}|{tambourine,trumpet}
313|Drew|Cormier|Eulah_Gorczany2@gmail.com|Colwyn|PA|15432|-75.25379|39.91234|{"saxophone":"expert","vocals":"expert","french horn":"beginner"}|{guitar,tambourine,violin}
314|Therese|Ryan|Jeff_Kling@yahoo.com|Orange|NJ|13045|-74.23265|40.77066|{"cello":"beginner","fiddle":"expert"}|{violin,french horn}
315|Friedrich|Terry|Arlo.OKeefe@gmail.com|Stafford|OR|46346|-122.72259|45.35734|{"guitar":"intermediate"}|{xylophone,bass,violin}
316|Lavina|Batz|Jordan.Kuvalis@yahoo.com|Sheepshead Bay|NY|15876|-73.94458|40.59122|{"flute":"intermediate"}|{guitar}
317|Joyce|Eichmann|Rex73@gmail.com|Mount Olivet|KY|59578|-84.03687|38.53146|{"oboe":"beginner","cello":"expert","fiddle":"expert"}|{violin,banjo}
318|Cristobal|Wyman|Kurt.Purdy54@hotmail.com|Upper Arlington|OH|79002|-83.06241|39.99451|{"clarinet":"intermediate","trumpet":"beginner","bass":"beginner"}|{violin}
